country	year	pop
Seychelles	1977	63400
Seychelles	1978	64441
Seychelles	1979	65382
Seychelles	1980	66489
Seychelles	1981	67702
Seychelles	1982	68495
Seychelles	1983	69116
Seychelles	1984	69830
Seychelles	1985	70578
Seychelles	1986	71253
Seychelles	1987	71841
Seychelles	1988	72387
Seychelles	1989	72872
Seychelles	1990	73439
Seychelles	1991	74208
Seychelles	1992	74962
Seychelles	1993	75657
Seychelles	1994	76326
Seychelles	1995	76952
Seychelles	1996	77517
Seychelles	1997	78017
Seychelles	1998	78481
Seychelles	1999	78919
Seychelles	2000	79326
Seychelles	2001	79715
Seychelles	2002	80098
Seychelles	2003	80469
Seychelles	2004	80832
Seychelles	2005	81188
Seychelles	2006	81541
Seychelles	2007	81895
Seychelles	2008	82247
Sierra Leone	1950	2087055
Sierra Leone	1951	2114827
Sierra Leone	1952	2143249
Sierra Leone	1953	2172336
Sierra Leone	1954	2202105
Sierra Leone	1955	2232573
Sierra Leone	1956	2263758
Sierra Leone	1957	2295678
Sierra Leone	1958	2328351
Sierra Leone	1959	2361885
Sierra Leone	1960	2396304
Sierra Leone	1961	2431632
Sierra Leone	1962	2467895
Sierra Leone	1963	2505118
Sierra Leone	1964	2543140
Sierra Leone	1965	2581979
Sierra Leone	1966	2621656
Sierra Leone	1967	2662190
Sierra Leone	1968	2703603
Sierra Leone	1969	2745967
Sierra Leone	1970	2789306
Sierra Leone	1971	2833646
Sierra Leone	1972	2879013
Sierra Leone	1973	2925433
Sierra Leone	1974	2973542
Sierra Leone	1975	3027190
Sierra Leone	1976	3083053
Sierra Leone	1977	3140897
Sierra Leone	1978	3200714
Sierra Leone	1979	3262699
Sierra Leone	1980	3327118
Sierra Leone	1981	3394288
Sierra Leone	1982	3464522
Sierra Leone	1983	3538074
Sierra Leone	1984	3615186
Sierra Leone	1985	3695969
Sierra Leone	1986	3780514
Sierra Leone	1987	3868905
Sierra Leone	1988	3961276
Sierra Leone	1989	4057767
Sierra Leone	1990	4220883
Sierra Leone	1991	4333951
Sierra Leone	1992	4260884
Sierra Leone	1993	4214121
Sierra Leone	1994	4311456
Sierra Leone	1995	4381750
Sierra Leone	1996	4438506
Sierra Leone	1997	4578212
Sierra Leone	1998	4672778
Sierra Leone	1999	4698964
Sierra Leone	2000	4808817
Sierra Leone	2001	5080682
Sierra Leone	2002	5359092
Sierra Leone	2003	5564299
Sierra Leone	2004	5732171
Sierra Leone	2005	5867426
Sierra Leone	2006	6005250
Sierra Leone	2007	6144562
Sierra Leone	2008	6286617
Singapore	1950	1022100
Singapore	1951	1068100
Singapore	1952	1127000
Singapore	1953	1191800
Singapore	1954	1248200
Singapore	1955	1305500
Singapore	1956	1371600
Singapore	1957	1445929
Singapore	1958	1518800
Singapore	1959	1587200
Singapore	1960	1646400
Singapore	1961	1702400
Singapore	1962	1750200
Singapore	1963	1795000
Singapore	1964	1841600
Singapore	1965	1886900
Singapore	1966	1934400
Singapore	1967	1977600
Singapore	1968	2012000
Singapore	1969	2042500
Singapore	1970	2074507
Singapore	1971	2112900
Singapore	1972	2152400
Singapore	1973	2193000
Singapore	1974	2229800
Singapore	1975	2262600
Singapore	1976	2293300
Singapore	1977	2325300
Singapore	1978	2353600
Singapore	1979	2383500
Singapore	1980	2413900
Singapore	1981	2535368
Singapore	1982	2651869
Singapore	1983	2689263
Singapore	1984	2743297
Singapore	1985	2749897
Singapore	1986	2750069
Singapore	1987	2794552
Singapore	1988	2869266
Singapore	1989	2957752
Singapore	1990	3047100
Singapore	1991	3144576
Singapore	1992	3235865
Singapore	1993	3328154
Singapore	1994	3427979
Singapore	1995	3542866
Singapore	1996	3672284
Singapore	1997	3802309
Singapore	1998	3904528
Singapore	1999	3967753
Singapore	2000	4036753
Singapore	2001	4120228
Singapore	2002	4197776
Singapore	2003	4276788
Singapore	2004	4353893
Singapore	2005	4425720
Singapore	2006	4492150
Singapore	2007	4553009
Singapore	2008	4608167
Slovak Republic	1950	3463446
Slovak Republic	1951	3508698
Slovak Republic	1952	3558137
Slovak Republic	1953	3598761
Slovak Republic	1954	3661437
Slovak Republic	1955	3726601
Slovak Republic	1956	3787111
Slovak Republic	1957	3844277
Slovak Republic	1958	3899751
Slovak Republic	1959	3946039
Slovak Republic	1960	3994270
Slovak Republic	1961	4191642
Slovak Republic	1962	4237384
Slovak Republic	1963	4281858
Slovak Republic	1964	4326174
Slovak Republic	1965	4369939
Slovak Republic	1966	4408988
Slovak Republic	1967	4442238
Slovak Republic	1968	4471590
Slovak Republic	1969	4477625
Slovak Republic	1970	4523873
Slovak Republic	1971	4556627
Slovak Republic	1972	4593433
Slovak Republic	1973	4637193
Slovak Republic	1974	4682100
Slovak Republic	1975	4729718
Slovak Republic	1976	4778540
Slovak Republic	1977	4827803
Slovak Republic	1978	4876017
Slovak Republic	1979	4922558
Slovak Republic	1980	4965958
Slovak Republic	1981	5013692
Slovak Republic	1982	5048043
Slovak Republic	1983	5081376
Slovak Republic	1984	5114080
Slovak Republic	1985	5144632
Slovak Republic	1986	5172084
Slovak Republic	1987	5199318
Slovak Republic	1988	5223222
Slovak Republic	1989	5244662
Slovak Republic	1990	5262616
Slovak Republic	1991	5281610
Slovak Republic	1992	5302888
Slovak Republic	1993	5323577
Slovak Republic	1994	5345264
Slovak Republic	1995	5361594
Slovak Republic	1996	5373190
Slovak Republic	1997	5383010
Slovak Republic	1998	5390236
Slovak Republic	1999	5395739
Slovak Republic	2000	5400320
Slovak Republic	2001	5404681
Slovak Republic	2002	5410052
Slovak Republic	2003	5416406
Slovak Republic	2004	5423567
Slovak Republic	2005	5431363
Slovak Republic	2006	5439448
Slovak Republic	2007	5447502
Slovak Republic	2008	5455407
Slovenia	1950	1467759
Slovenia	1951	1483131
Slovenia	1952	1489518
Slovenia	1953	1497875
Slovenia	1954	1509187
Slovenia	1955	1517499
Slovenia	1956	1524799
Slovenia	1957	1533070
Slovenia	1958	1540332
Slovenia	1959	1548561
Slovenia	1960	1557756
Slovenia	1961	1571851
Slovenia	1962	1582962
Slovenia	1963	1595028
Slovenia	1964	1606083
Slovenia	1965	1620052
Slovenia	1966	1632029
Slovenia	1967	1646912
Slovenia	1968	1657849
Slovenia	1969	1666805
Slovenia	1970	1675739
Slovenia	1971	1685624
Slovenia	1972	1694510
Slovenia	1973	1703373
Slovenia	1974	1713184
Slovenia	1975	1722000
Slovenia	1976	1734454
Slovenia	1977	1746919
Slovenia	1978	1759395
Slovenia	1979	1772854
Slovenia	1980	1833000
Slovenia	1981	1839256
Slovenia	1982	1861252
Slovenia	1983	1878555
Slovenia	1984	1896413
Slovenia	1985	1914220
Slovenia	1986	1932129
Slovenia	1987	1945870
Slovenia	1988	1961775
Slovenia	1989	1976217
Slovenia	1990	1991210
Slovenia	1991	1999480
Slovenia	1992	1999210
Slovenia	1993	1999926
Slovenia	1994	2001036
Slovenia	1995	2002827
Slovenia	1996	2007429
Slovenia	1997	2011612
Slovenia	1998	2010807
Slovenia	1999	2009653
Slovenia	2000	2010557
Slovenia	2001	2011179
Slovenia	2002	2011497
Slovenia	2003	2011604
Slovenia	2004	2011473
Slovenia	2005	2011070
Slovenia	2006	2010347
Slovenia	2007	2009245
Slovenia	2008	2007711
Solomon Islands	1950	106647
Solomon Islands	1951	107978
Solomon Islands	1952	109424
Solomon Islands	1953	110989
Solomon Islands	1954	112677
Solomon Islands	1955	114495
Solomon Islands	1956	116446
Solomon Islands	1957	118537
Solomon Islands	1958	120775
Solomon Islands	1959	123166
Solomon Islands	1960	126363
Solomon Islands	1961	129642
Solomon Islands	1962	133007
Solomon Islands	1963	136459
Solomon Islands	1964	140000
Solomon Islands	1965	143000
Solomon Islands	1966	147000
Solomon Islands	1967	151000
Solomon Islands	1968	154000
Solomon Islands	1969	158000
Solomon Islands	1970	163000
Solomon Islands	1971	168500
Solomon Islands	1972	174500
Solomon Islands	1973	180500
Solomon Islands	1974	186500
Solomon Islands	1975	193000
Solomon Islands	1976	199500
Solomon Islands	1977	207339
Solomon Islands	1978	215444
Solomon Islands	1979	223814
Solomon Islands	1980	232452
Solomon Islands	1981	241354
Solomon Islands	1982	250516
Solomon Islands	1983	259953
Solomon Islands	1984	269681
Solomon Islands	1985	279720
Solomon Islands	1986	290061
Solomon Islands	1987	300694
Solomon Islands	1988	311637
Solomon Islands	1989	322908
Solomon Islands	1990	334524
Solomon Islands	1991	346469
Solomon Islands	1992	358713
Solomon Islands	1993	371256
Solomon Islands	1994	384099
Solomon Islands	1995	397238
Solomon Islands	1996	410641
Solomon Islands	1997	424265
Solomon Islands	1998	438082
Solomon Islands	1999	452067
Solomon Islands	2000	466194
Solomon Islands	2001	480442
Solomon Islands	2002	494786
Solomon Islands	2003	509190
Solomon Islands	2004	523617
Solomon Islands	2005	538032
Solomon Islands	2006	552438
Solomon Islands	2007	566842
Solomon Islands	2008	581208
Somalia	1950	2437932
Somalia	1951	2481642
Somalia	1952	2526994
Somalia	1953	2574024
Somalia	1954	2622821
Somalia	1955	2673425
Somalia	1956	2725932
Somalia	1957	2780415
Somalia	1958	2836952
Somalia	1959	2895391
Somalia	1960	2955803
Somalia	1961	3016963
Somalia	1962	3080153
Somalia	1963	3145420
Somalia	1964	3212842
Somalia	1965	3282503
Somalia	1966	3354474
Somalia	1967	3428839
Somalia	1968	3505657
Somalia	1969	3584995
Somalia	1970	3666949
Somalia	1971	3751979
Somalia	1972	3840161
Somalia	1973	3931655
Somalia	1974	4027472
Somalia	1975	4127771
Somalia	1976	4237929
Somalia	1977	4353666
Somalia	1978	4677751
Somalia	1979	5308692
Somalia	1980	5790705
Somalia	1981	5824927
Somalia	1982	5828892
Somalia	1983	6002525
Somalia	1984	6207416
Somalia	1985	6445623
Somalia	1986	6699590
Somalia	1987	6921858
Somalia	1988	6900134
Somalia	1989	6748499
Somalia	1990	6675067
Somalia	1991	6448104
Somalia	1992	6099799
Somalia	1993	6059950
Somalia	1994	6177841
Somalia	1995	6291143
Somalia	1996	6460865
Somalia	1997	6633514
Somalia	1998	6843022
Somalia	1999	7043751
Somalia	2000	7253137
Somalia	2001	7488773
Somalia	2002	7753310
Somalia	2003	8025190
Somalia	2004	8304601
Somalia	2005	8591629
Somalia	2006	8863338
Somalia	2007	9118773
Somalia	2008	9379907
South Africa	1950	13595840
South Africa	1951	13926314
South Africa	1952	14264935
South Africa	1953	14623631
South Africa	1954	14991553
South Africa	1955	15368551
South Africa	1956	15755233
South Africa	1957	16151549
South Africa	1958	16558044
South Africa	1959	16974984
South Africa	1960	17416653
South Africa	1961	17869991
South Africa	1962	18356657
South Africa	1963	18856708
South Africa	1964	19370514
South Africa	1965	19898242
South Africa	1966	20440487
South Africa	1967	20997321
South Africa	1968	21569468
South Africa	1969	22157355
South Africa	1970	22739921
South Africa	1971	23338080
South Africa	1972	23935810
South Africa	1973	24549294
South Africa	1974	25178954
South Africa	1975	25815144
South Africa	1976	26467896
South Africa	1977	27129932
South Africa	1978	27809087
South Africa	1979	28505816
South Africa	1980	29251588
South Africa	1981	30168679
South Africa	1982	31140029
South Africa	1983	32143960
South Africa	1984	33181594
South Africa	1985	34254092
South Africa	1986	35098897
South Africa	1987	35933379
South Africa	1988	36761065
South Africa	1989	37581427
South Africa	1990	38391094
South Africa	1991	39183648
South Africa	1992	39964159
South Africa	1993	40639384
South Africa	1994	41211897
South Africa	1995	41779149
South Africa	1996	42311979
South Africa	1997	42835005
South Africa	1998	43334603
South Africa	1999	43745636
South Africa	2000	44066197
South Africa	2001	44296012
South Africa	2002	44433622
South Africa	2003	44481901
South Africa	2004	44448470
South Africa	2005	44344136
South Africa	2006	44187637
South Africa	2007	43997828
South Africa	2008	43786115
Spain	1950	28062963
Spain	1951	28298010
Spain	1952	28549870
Spain	1953	28804128
Spain	1954	29060413
Spain	1955	29318745
Spain	1956	29579142
Spain	1957	29841614
Spain	1958	30106188
Spain	1959	30372877
Spain	1960	30641187
Spain	1961	30903894
Spain	1962	31158061
Spain	1963	31429834
Spain	1964	31740862
Spain	1965	32084511
Spain	1966	32451975
Spain	1967	32850275
Spain	1968	33239301
Spain	1969	33566084
Spain	1970	33876479
Spain	1971	34195056
Spain	1972	34513161
Spain	1973	34836716
Spain	1974	35184287
Spain	1975	35563535
Spain	1976	35996780
Spain	1977	36439000
Spain	1978	36861034
Spain	1979	37200014
Spain	1980	37488360
Spain	1981	37750800
Spain	1982	37983310
Spain	1983	38184166
Spain	1984	38362861
Spain	1985	38534853
Spain	1986	38707556
Spain	1987	38880702
Spain	1988	39053881
Spain	1989	39214523
Spain	1990	39350769
Spain	1991	39461418
Spain	1992	39549438
Spain	1993	39627587
Spain	1994	39690971
Spain	1995	39749715
Spain	1996	39803829
Spain	1997	39855442
Spain	1998	39906235
Spain	1999	39953263
Spain	2000	40016081
Spain	2001	40087104
Spain	2002	40152517
Spain	2003	40217413
Spain	2004	40280780
Spain	2005	40341462
Spain	2006	40397842
Spain	2007	40448191
Spain	2008	40491051
Sri Lanka	1950	7533097
Sri Lanka	1951	7752374
Sri Lanka	1952	7982342
Sri Lanka	1953	8221291
Sri Lanka	1954	8457223
Sri Lanka	1955	8678721
Sri Lanka	1956	8898480
Sri Lanka	1957	9128546
Sri Lanka	1958	9361755
Sri Lanka	1959	9609556
Sri Lanka	1960	9879178
Sri Lanka	1961	10151799
Sri Lanka	1962	10421936
Sri Lanka	1963	10686957
Sri Lanka	1964	10942373
Sri Lanka	1965	11202264
Sri Lanka	1966	11469679
Sri Lanka	1967	11737396
Sri Lanka	1968	12010095
Sri Lanka	1969	12275330
Sri Lanka	1970	12531522
Sri Lanka	1971	12776057
Sri Lanka	1972	13016733
Sri Lanka	1973	13245615
Sri Lanka	1974	13449623
Sri Lanka	1975	13660275
Sri Lanka	1976	13887354
Sri Lanka	1977	14116836
Sri Lanka	1978	14370898
Sri Lanka	1979	14648618
Sri Lanka	1980	14900181
Sri Lanka	1981	15151762
Sri Lanka	1982	15410151
Sri Lanka	1983	15618275
Sri Lanka	1984	15810021
Sri Lanka	1985	16020699
Sri Lanka	1986	16256077
Sri Lanka	1987	16495304
Sri Lanka	1988	16734716
Sri Lanka	1989	16970982
Sri Lanka	1990	17192896
Sri Lanka	1991	17390974
Sri Lanka	1992	17587060
Sri Lanka	1993	17825536
Sri Lanka	1994	18075443
Sri Lanka	1995	18304268
Sri Lanka	1996	18509760
Sri Lanka	1997	18698655
Sri Lanka	1998	18884614
Sri Lanka	1999	19064642
Sri Lanka	2000	19238575
Sri Lanka	2001	19408635
Sri Lanka	2002	19576783
Sri Lanka	2003	19742439
Sri Lanka	2004	19905165
Sri Lanka	2005	20064776
Sri Lanka	2006	20222240
Sri Lanka	2007	20378239
Sri Lanka	2008	20532150
St. Kitts and Nevis	1950	44341
St. Kitts and Nevis	1951	45202
St. Kitts and Nevis	1952	46171
St. Kitts and Nevis	1953	47207
St. Kitts and Nevis	1954	48379
St. Kitts and Nevis	1955	49700
St. Kitts and Nevis	1956	50932
St. Kitts and Nevis	1957	51945
St. Kitts and Nevis	1958	52467
St. Kitts and Nevis	1959	52258
St. Kitts and Nevis	1960	51112
St. Kitts and Nevis	1961	49048
St. Kitts and Nevis	1962	48562
St. Kitts and Nevis	1963	48505
St. Kitts and Nevis	1964	48103
St. Kitts and Nevis	1965	48916
St. Kitts and Nevis	1966	48660
St. Kitts and Nevis	1967	46730
St. Kitts and Nevis	1968	46933
St. Kitts and Nevis	1969	47223
St. Kitts and Nevis	1970	46116
St. Kitts and Nevis	1971	45840
St. Kitts and Nevis	1972	45651
St. Kitts and Nevis	1973	45459
St. Kitts and Nevis	1974	45237
St. Kitts and Nevis	1975	45020
St. Kitts and Nevis	1976	44910
St. Kitts and Nevis	1977	44817
St. Kitts and Nevis	1978	44601
St. Kitts and Nevis	1979	44373
St. Kitts and Nevis	1980	44186
St. Kitts and Nevis	1981	43991
St. Kitts and Nevis	1982	43862
St. Kitts and Nevis	1983	43697
St. Kitts and Nevis	1984	43448
St. Kitts and Nevis	1985	43183
St. Kitts and Nevis	1986	42874
St. Kitts and Nevis	1987	42529
St. Kitts and Nevis	1988	42151
St. Kitts and Nevis	1989	41769
St. Kitts and Nevis	1990	41405
St. Kitts and Nevis	1991	41047
St. Kitts and Nevis	1992	40683
St. Kitts and Nevis	1993	40348
St. Kitts and Nevis	1994	40086
St. Kitts and Nevis	1995	39834
St. Kitts and Nevis	1996	39554
St. Kitts and Nevis	1997	39296
St. Kitts and Nevis	1998	39088
St. Kitts and Nevis	1999	38929
St. Kitts and Nevis	2000	38819
St. Kitts and Nevis	2001	38756
St. Kitts and Nevis	2002	38736
St. Kitts and Nevis	2003	38763
St. Kitts and Nevis	2004	38836
St. Kitts and Nevis	2005	38958
St. Kitts and Nevis	2006	39129
St. Kitts and Nevis	2007	39349
St. Kitts and Nevis	2008	39619
St. Lucia	1950	79050
St. Lucia	1951	80801
St. Lucia	1952	82114
St. Lucia	1953	83198
St. Lucia	1954	84353
St. Lucia	1955	85840
St. Lucia	1956	87447
St. Lucia	1957	88360
St. Lucia	1958	88249
St. Lucia	1959	87645
St. Lucia	1960	87687
St. Lucia	1961	88588
St. Lucia	1962	89776
St. Lucia	1963	91017
St. Lucia	1964	92409
St. Lucia	1965	94100
St. Lucia	1966	96065
St. Lucia	1967	97945
St. Lucia	1968	99400
St. Lucia	1969	100839
St. Lucia	1970	102704
St. Lucia	1971	104904
St. Lucia	1972	106953
St. Lucia	1973	109025
St. Lucia	1974	110985
St. Lucia	1975	112424
St. Lucia	1976	114896
St. Lucia	1977	116916
St. Lucia	1978	119025
St. Lucia	1979	120396
St. Lucia	1980	122477
St. Lucia	1981	124183
St. Lucia	1982	125938
St. Lucia	1983	127822
St. Lucia	1984	129815
St. Lucia	1985	131871
St. Lucia	1986	133750
St. Lucia	1987	135379
St. Lucia	1988	136814
St. Lucia	1989	138198
St. Lucia	1990	139570
St. Lucia	1991	140943
St. Lucia	1992	142400
St. Lucia	1993	143913
St. Lucia	1994	145509
St. Lucia	1995	147185
St. Lucia	1996	148929
St. Lucia	1997	150712
St. Lucia	1998	152530
St. Lucia	1999	154381
St. Lucia	2000	156260
St. Lucia	2001	158178
St. Lucia	2002	160145
St. Lucia	2003	162157
St. Lucia	2004	164213
St. Lucia	2005	166312
St. Lucia	2006	168458
St. Lucia	2007	170649
St. Lucia	2008	172884
St. Vincent and the Grenadines	1950	66452
St. Vincent and the Grenadines	1951	68550
St. Vincent and the Grenadines	1952	70523
St. Vincent and the Grenadines	1953	71885
St. Vincent and the Grenadines	1954	73807
St. Vincent and the Grenadines	1955	75468
St. Vincent and the Grenadines	1956	76717
St. Vincent and the Grenadines	1957	78250
St. Vincent and the Grenadines	1958	79270
St. Vincent and the Grenadines	1959	79799
St. Vincent and the Grenadines	1960	81021
St. Vincent and the Grenadines	1961	81413
St. Vincent and the Grenadines	1962	81325
St. Vincent and the Grenadines	1963	82392
St. Vincent and the Grenadines	1964	83760
St. Vincent and the Grenadines	1965	85061
St. Vincent and the Grenadines	1966	86301
St. Vincent and the Grenadines	1967	87297
St. Vincent and the Grenadines	1968	88020
St. Vincent and the Grenadines	1969	88238
St. Vincent and the Grenadines	1970	87510
St. Vincent and the Grenadines	1971	87415
St. Vincent and the Grenadines	1972	88717
St. Vincent and the Grenadines	1973	89894
St. Vincent and the Grenadines	1974	90996
St. Vincent and the Grenadines	1975	92245
St. Vincent and the Grenadines	1976	93439
St. Vincent and the Grenadines	1977	94577
St. Vincent and the Grenadines	1978	95717
St. Vincent and the Grenadines	1979	97012
St. Vincent and the Grenadines	1980	98139
St. Vincent and the Grenadines	1981	99119
St. Vincent and the Grenadines	1982	100314
St. Vincent and the Grenadines	1983	101559
St. Vincent and the Grenadines	1984	102563
St. Vincent and the Grenadines	1985	103436
St. Vincent and the Grenadines	1986	104258
St. Vincent and the Grenadines	1987	104902
St. Vincent and the Grenadines	1988	105457
St. Vincent and the Grenadines	1989	105978
St. Vincent and the Grenadines	1990	106524
St. Vincent and the Grenadines	1991	107010
St. Vincent and the Grenadines	1992	108094
St. Vincent and the Grenadines	1993	109169
St. Vincent and the Grenadines	1994	110204
St. Vincent and the Grenadines	1995	111407
St. Vincent and the Grenadines	1996	112509
St. Vincent and the Grenadines	1997	113396
St. Vincent and the Grenadines	1998	114209
St. Vincent and the Grenadines	1999	114900
St. Vincent and the Grenadines	2000	115461
St. Vincent and the Grenadines	2001	115942
St. Vincent and the Grenadines	2002	116394
St. Vincent and the Grenadines	2003	116812
St. Vincent and the Grenadines	2004	117193
St. Vincent and the Grenadines	2005	117534
St. Vincent and the Grenadines	2006	117848
St. Vincent and the Grenadines	2007	118149
St. Vincent and the Grenadines	2008	118432
Sudan	1950	8051151
Sudan	1951	8274803
Sudan	1952	8504667
Sudan	1953	8740917
Sudan	1954	8983729
Sudan	1955	9233287
Sudan	1956	9489777
Sudan	1957	9753392
Sudan	1958	10024330
Sudan	1959	10302794
Sudan	1960	10588993
Sudan	1961	10882055
Sudan	1962	11183227
Sudan	1963	11492735
Sudan	1964	11800659
Sudan	1965	12085785
Sudan	1966	12376709
Sudan	1967	12716129
Sudan	1968	13058929
Sudan	1969	13402968
Sudan	1970	13787599
Sudan	1971	14182396
Sudan	1972	14597019
Sudan	1973	15113382
Sudan	1974	15571235
Sudan	1975	16056068
Sudan	1976	16570074
Sudan	1977	17104986
Sudan	1978	17712471
Sudan	1979	18386531
Sudan	1980	19063992
Sudan	1981	19701604
Sudan	1982	20367053
Sudan	1983	21750815
Sudan	1984	22542649
Sudan	1985	23454185
Sudan	1986	24171132
Sudan	1987	24725960
Sudan	1988	25240354
Sudan	1989	25837856
Sudan	1990	26627366
Sudan	1991	27445775
Sudan	1992	28227588
Sudan	1993	28963634
Sudan	1994	29771011
Sudan	1995	30567288
Sudan	1996	31307337
Sudan	1997	32160729
Sudan	1998	33108466
Sudan	1999	34085246
Sudan	2000	35079814
Sudan	2001	36080373
Sudan	2002	37090298
Sudan	2003	38114160
Sudan	2004	39148162
Sudan	2005	40187486
Sudan	2006	41236378
Sudan	2007	42292929
Sudan	2008	43354411
Suriname	1950	208068
Suriname	1951	213358
Suriname	1952	219442
Suriname	1953	226016
Suriname	1954	233027
Suriname	1955	240491
Suriname	1956	248363
Suriname	1957	256534
Suriname	1958	265294
Suriname	1959	274847
Suriname	1960	284506
Suriname	1961	294466
Suriname	1962	305124
Suriname	1963	316001
Suriname	1964	327023
Suriname	1965	336711
Suriname	1966	345810
Suriname	1967	354353
Suriname	1968	361735
Suriname	1969	368064
Suriname	1970	372898
Suriname	1971	377191
Suriname	1972	381410
Suriname	1973	383662
Suriname	1974	380911
Suriname	1975	363393
Suriname	1976	353047
Suriname	1977	360780
Suriname	1978	366025
Suriname	1979	363631
Suriname	1980	354860
Suriname	1981	352967
Suriname	1982	359611
Suriname	1983	365602
Suriname	1984	370748
Suriname	1985	375592
Suriname	1986	379472
Suriname	1987	382559
Suriname	1988	386349
Suriname	1989	390987
Suriname	1990	395000
Suriname	1991	398992
Suriname	1992	402943
Suriname	1993	406817
Suriname	1994	410577
Suriname	1995	414188
Suriname	1996	417635
Suriname	1997	420899
Suriname	1998	423948
Suriname	1999	426759
Suriname	2000	429323
Suriname	2001	431635
Suriname	2002	433682
Suriname	2003	435449
Suriname	2004	436935
Suriname	2005	438144
Suriname	2006	439117
Suriname	2007	439894
Suriname	2008	440486
Svalbard	1990	3544
Svalbard	1991	3405
Svalbard	1992	3309
Svalbard	1993	3017
Svalbard	1994	2977
Svalbard	1995	2906
Svalbard	1996	2844
Svalbard	1997	2827
Svalbard	1998	2596
Svalbard	1999	2423
Svalbard	2000	2376
Svalbard	2001	2464
Svalbard	2002	2529
Svalbard	2003	2489
Svalbard	2004	2375
Svalbard	2005	2400
Svalbard	2008	2165
Swaziland	1950	277384
Swaziland	1951	283699
Swaziland	1952	290243
Swaziland	1953	297025
Swaziland	1954	304057
Swaziland	1955	311346
Swaziland	1956	318904
Swaziland	1957	326741
Swaziland	1958	334837
Swaziland	1959	343201
Swaziland	1960	351842
Swaziland	1961	360775
Swaziland	1962	370006
Swaziland	1963	379526
Swaziland	1964	389347
Swaziland	1965	399481
Swaziland	1966	409941
Swaziland	1967	420690
Swaziland	1968	431797
Swaziland	1969	443277
Swaziland	1970	455145
Swaziland	1971	467416
Swaziland	1972	480105
Swaziland	1973	493232
Swaziland	1974	506812
Swaziland	1975	520864
Swaziland	1976	535618
Swaziland	1977	551425
Swaziland	1978	568333
Swaziland	1979	588268
Swaziland	1980	611447
Swaziland	1981	631303
Swaziland	1982	649901
Swaziland	1983	672690
Swaziland	1984	696870
Swaziland	1985	722451
Swaziland	1986	750707
Swaziland	1987	779348
Swaziland	1988	817085
Swaziland	1989	851904
Swaziland	1990	884616
Swaziland	1991	925717
Swaziland	1992	962344
Swaziland	1993	991859
Swaziland	1994	997652
Swaziland	1995	1004849
Swaziland	1996	1030651
Swaziland	1997	1054486
Swaziland	1998	1075900
Swaziland	1999	1094429
Swaziland	2000	1109750
Swaziland	2001	1121699
Swaziland	2002	1130269
Swaziland	2003	1135657
Swaziland	2004	1138171
Swaziland	2005	1138227
Swaziland	2006	1136334
Swaziland	2007	1133066
Swaziland	2008	1128814
Sweden	1950	7014005
Sweden	1951	7072830
Sweden	1952	7124673
Sweden	1953	7171461
Sweden	1954	7213490
Sweden	1955	7262388
Sweden	1956	7314552
Sweden	1957	7363802
Sweden	1958	7409144
Sweden	1959	7446249
Sweden	1960	7480395
Sweden	1961	7519998
Sweden	1962	7561588
Sweden	1963	7604328
Sweden	1964	7661354
Sweden	1965	7733853
Sweden	1966	7807797
Sweden	1967	7867931
Sweden	1968	7912217
Sweden	1969	7968018
Sweden	1970	8042803
Sweden	1971	8098328
Sweden	1972	8122293
Sweden	1973	8136774
Sweden	1974	8160560
Sweden	1975	8192566
Sweden	1976	8222310
Sweden	1977	8251648
Sweden	1978	8275778
Sweden	1979	8293723
Sweden	1980	8310473
Sweden	1981	8320485
Sweden	1982	8325260
Sweden	1983	8329028
Sweden	1984	8342621
Sweden	1985	8356337
Sweden	1986	8384069
Sweden	1987	8421403
Sweden	1988	8469339
Sweden	1989	8526276
Sweden	1990	8600815
Sweden	1991	8668112
Sweden	1992	8718867
Sweden	1993	8769284
Sweden	1994	8831493
Sweden	1995	8877890
Sweden	1996	8892234
Sweden	1997	8897619
Sweden	1998	8902684
Sweden	1999	8909790
Sweden	2000	8923569
Sweden	2001	8939915
Sweden	2002	8954175
Sweden	2003	8970306
Sweden	2004	8986400
Sweden	2005	9001774
Sweden	2006	9016596
Sweden	2007	9031088
Sweden	2008	9045389
Switzerland	1950	4694000
Switzerland	1951	4749000
Switzerland	1952	4815000
Switzerland	1953	4878000
Switzerland	1954	4929000
Switzerland	1955	4980000
Switzerland	1956	5045000
Switzerland	1957	5126000
Switzerland	1958	5199000
Switzerland	1959	5259000
Switzerland	1960	5362000
Switzerland	1961	5512000
Switzerland	1962	5666000
Switzerland	1963	5789000
Switzerland	1964	5887000
Switzerland	1965	5943000
Switzerland	1966	5996000
Switzerland	1967	6063000
Switzerland	1968	6132000
Switzerland	1969	6212000
Switzerland	1970	6267000
Switzerland	1971	6343293
Switzerland	1972	6401400
Switzerland	1973	6441100
Switzerland	1974	6460000
Switzerland	1975	6403500
Switzerland	1976	6333313
Switzerland	1977	6316424
Switzerland	1978	6332568
Switzerland	1979	6350840
Switzerland	1980	6385229
Switzerland	1981	6425450
Switzerland	1982	6468126
Switzerland	1983	6501073
Switzerland	1984	6529684
Switzerland	1985	6563770
Switzerland	1986	6603192
Switzerland	1987	6649942
Switzerland	1988	6704112
Switzerland	1989	6763653
Switzerland	1990	6836626
Switzerland	1991	6920562
Switzerland	1992	6995447
Switzerland	1993	7058211
Switzerland	1994	7114530
