country	year	pop	gdpPercap	continent	lifeExp
Korea, Dem. Rep.	2002	22215365	1646.758151	Asia	66.662
Korea, Dem. Rep.	2007	23301725	1593.06548	Asia	67.297
Korea, Rep.	1952	20947571	1030.592226	Asia	47.453
Korea, Rep.	1957	22611552	1487.593537	Asia	52.681
Korea, Rep.	1962	26420307	1536.344387	Asia	55.292
Korea, Rep.	1967	30131000	2029.228142	Asia	57.716
Korea, Rep.	1972	33505000	3030.87665	Asia	62.612
Korea, Rep.	1977	36436000	4657.22102	Asia	64.766
Korea, Rep.	1982	39326000	5622.942464	Asia	67.123
Korea, Rep.	1987	41622000	8533.088805	Asia	69.81
Korea, Rep.	1992	43805450	12104.27872	Asia	72.244
Korea, Rep.	1997	46173816	15993.52796	Asia	74.647
Korea, Rep.	2002	47969150	19233.98818	Asia	77.045
Korea, Rep.	2007	49044790	23348.13973	Asia	78.623
Kuwait	1952	160000	108382.3529	Asia	55.565
Kuwait	1957	212846	113523.1329	Asia	58.033
Kuwait	1962	358266	95458.11176	Asia	60.47
Kuwait	1967	575003	80894.88326	Asia	64.624
Kuwait	1972	841934	109347.867	Asia	67.712
Kuwait	1977	1140357	59265.47714	Asia	69.343
Kuwait	1982	1497494	31354.03573	Asia	71.309
Kuwait	1987	1891487	28118.42998	Asia	74.174
Kuwait	1992	1418095	34932.91959	Asia	75.19
Kuwait	1997	1765345	40300.61996	Asia	76.156
Kuwait	2002	2111561	35110.10566	Asia	76.904
Kuwait	2007	2505559	47306.98978	Asia	77.588
Latvia	1965	2253604	4078.828307	FSU	71.2
Latvia	1966	2278721	4110.991504	FSU	71.16
Latvia	1967	2301371	4444.343948	FSU	70.82
Latvia	1968	2322031	4596.577322	FSU	70.46
Latvia	1969	2341871	4651.532907	FSU	70.2
Latvia	1970	2361159	5470.687438	FSU	70.22
Latvia	1971	2381641	5845.609237	FSU	70.57
Latvia	1972	2401244	6095.312282	FSU	70.25
Latvia	1973	2421355	6395.096187	FSU	70.2
Latvia	1974	2442473	6651.164666	FSU	70.11
Latvia	1975	2461606	7050.027426	FSU	69.28
Latvia	1976	2476760	7350.82488	FSU	69.41
Latvia	1977	2491407	7488.923552	FSU	69.45
Latvia	1978	2504508	7635.76512	FSU	69.35
Latvia	1979	2514167	8000.758563	FSU	68.87
Latvia	1980	2524543	8278.288323	FSU	69.19
Latvia	1981	2536976	8578.012786	FSU	69.13
Latvia	1982	2552229	8728.455352	FSU	69.71
Latvia	1983	2569826	9127.299087	FSU	69.47
Latvia	1984	2587996	9596.890615	FSU	69.51
Latvia	1985	2606405	9502.493873	FSU	69.63
Latvia	1986	2626695	9893.284982	FSU	71.01
Latvia	1987	2648965	10063.52646	FSU	71.05
Latvia	1988	2664068	10512.99302	FSU	70.99
Latvia	1989	2667309	11044.47612	FSU	70.46
Latvia	1990	2663590	10217.78407	FSU	69.51
Latvia	1991	2651308	8960.019583	FSU	69.24
Latvia	1992	2615869	6151.514963	FSU	68.57
Latvia	1993	2565708	5948.957499	FSU	66.78
Latvia	1994	2523532	6169.897953	FSU	65.53
Latvia	1995	2488008	6191.799537	FSU	66.33
Latvia	1996	2460277	6488.442082	FSU	68.93
Latvia	1997	2435967	7143.441635	FSU	69.56
Latvia	1998	2413173	7604.973664	FSU	69.2
Latvia	1999	2393657	8028.968025	FSU	69.99
Latvia	2000	2376178	8649.224406	FSU	70.56
Latvia	2001	2358232	9396.422979	FSU	70.32
Latvia	2002	2340205	10094.47045	FSU	70.68
Latvia	2003	2322943	10879.76673	FSU	71.17
Latvia	2004	2306306	11888.05426	FSU	71.51
Latvia	2005	2290237	13218	FSU	71.25
Latvia	2007	2259810	16539.4535	FSU	72.674
Lebanon	1952	1439529	4834.804067	Asia	55.928
Lebanon	1957	1647412	6089.786934	Asia	59.489
Lebanon	1962	1886848	5714.560611	Asia	62.094
Lebanon	1967	2186894	6006.983042	Asia	63.87
Lebanon	1972	2680018	7486.384341	Asia	65.421
Lebanon	1977	3115787	8659.696836	Asia	66.099
Lebanon	1982	3086876	7640.519521	Asia	66.983
Lebanon	1987	3089353	5377.091329	Asia	67.926
Lebanon	1992	3219994	6890.806854	Asia	69.292
Lebanon	1997	3430388	8754.96385	Asia	70.265
Lebanon	2002	3677780	9313.93883	Asia	71.028
Lebanon	2007	3921278	10461.05868	Asia	71.993
Lesotho	1952	748747	298.8462121	Africa	42.138
Lesotho	1957	813338	335.9971151	Africa	45.047
Lesotho	1962	893143	411.8006266	Africa	47.747
Lesotho	1967	996380	498.6390265	Africa	48.492
Lesotho	1972	1116779	496.5815922	Africa	49.767
Lesotho	1977	1251524	745.3695408	Africa	52.208
Lesotho	1982	1411807	797.2631074	Africa	55.078
Lesotho	1987	1599200	773.9932141	Africa	57.18
Lesotho	1992	1803195	977.4862725	Africa	59.685
Lesotho	1997	1982823	1186.147994	Africa	55.558
Lesotho	2002	2046772	1275.184575	Africa	44.593
Lesotho	2007	2012649	1569.331442	Africa	42.592
Liberia	1952	863308	575.5729961	Africa	38.48
Liberia	1957	975950	620.9699901	Africa	39.486
Liberia	1962	1112796	634.1951625	Africa	40.502
Liberia	1967	1279406	713.6036483	Africa	41.536
Liberia	1972	1482628	803.0054535	Africa	42.614
Liberia	1977	1703617	640.3224383	Africa	43.764
Liberia	1982	1956875	572.1995694	Africa	44.852
Liberia	1987	2269414	506.1138573	Africa	46.027
Liberia	1992	1912974	636.6229191	Africa	40.802
Liberia	1997	2200725	609.1739508	Africa	42.221
Liberia	2002	2814651	531.4823679	Africa	43.753
Liberia	2007	3193942	414.5073415	Africa	45.678
Libya	1950	961305	2084.283473	Africa	42.723
Libya	1952	1019729	2387.54806	Africa	42.723
Libya	1957	1201578	3448.284395	Africa	45.289
Libya	1962	1441863	6757.030816	Africa	47.808
Libya	1967	1759224	18772.75169	Africa	50.227
Libya	1972	2183877	21011.49721	Africa	52.773
Libya	1977	2721783	21951.21176	Africa	57.442
Libya	1982	3344074	17364.27538	Africa	62.155
Libya	1987	3799845	11770.5898	Africa	66.234
Libya	1992	4364501	9640.138501	Africa	68.755
Libya	1997	4759670	9467.446056	Africa	71.555
Libya	2002	5368585	9534.677467	Africa	72.737
Libya	2007	6036914	12057.49928	Africa	73.952
Lithuania	1973	3245551	11523.45902	FSU	71.61
Lithuania	1990	3694836	13148.25839	FSU	71.37
Lithuania	1991	3702136	12374.35926	FSU	70.54
Lithuania	1992	3700278	9743.510738	FSU	70.4
Lithuania	1993	3689004	8190.015322	FSU	69.01
Lithuania	1994	3679636	7406.201416	FSU	68.58
Lithuania	1995	3673577	7804.174479	FSU	69.02
Lithuania	1996	3668316	8182.689266	FSU	70.14
Lithuania	1997	3664372	8764.901122	FSU	70.98
Lithuania	1998	3661168	9412.969278	FSU	71.31
Lithuania	1999	3658454	9259.81304	FSU	71.69
Lithuania	2000	3654387	9631.652985	FSU	72.14
Lithuania	2001	3645747	10272.36554	FSU	71.74
Lithuania	2002	3633232	11008.67662	FSU	71.93
Lithuania	2003	3620094	12120.3462	FSU	72.18
Lithuania	2004	3607899	13049.47815	FSU	72.14
Lithuania	2005	3596617	14085	FSU	71.56
Lithuania	2007	3575439	16666.50874	FSU	72.962
Luxembourg	1950	295587	14554.95629	Europe	65.7472
Luxembourg	1952	299263	14326.13779	Europe	65.92
Luxembourg	1957	308453	16545.86334	Europe	67.47
Luxembourg	1960	313969	17086.72171	Europe	69.07
Luxembourg	1961	316845	17621.05133	Europe	69.57
Luxembourg	1962	320750	17713.69998	Europe	68.67
Luxembourg	1963	324100	17788.60394	Europe	68.89
Luxembourg	1964	327750	19273.35177	Europe	69.07
Luxembourg	1965	331500	19349.15509	Europe	69.4
Luxembourg	1966	333895	19340.04205	Europe	69.31
Luxembourg	1967	335012	19163.00329	Europe	69.69
Luxembourg	1968	335867	19989.64977	Europe	70.28
Luxembourg	1969	337500	22105.34353	Europe	69.84
Luxembourg	1970	339174	22298.67123	Europe	69.58
Luxembourg	1971	342400	22667.93419	Europe	69.47
Luxembourg	1972	346600	23883.19799	Europe	70.71
Luxembourg	1973	350450	25579.14322	Europe	70.47
Luxembourg	1974	355050	26441.81023	Europe	70.55
Luxembourg	1975	358950	24454.52122	Europe	70.52
Luxembourg	1976	360750	24917.28779	Europe	70.47
Luxembourg	1977	361450	25282.32839	Europe	71.76
Luxembourg	1978	362100	26202.0136	Europe	71.71
Luxembourg	1979	363000	26887.08062	Europe	72.41
Luxembourg	1980	364400	27021.64537	Europe	72.59
Luxembourg	1981	365400	26826.65989	Europe	72.38
Luxembourg	1982	365718	27078.42115	Europe	72.47
Luxembourg	1983	365885	27876.96353	Europe	73.35
Luxembourg	1984	366272	29606.07112	Europe	73.11
Luxembourg	1985	367169	30435.46678	Europe	73.68
Luxembourg	1986	369019	33355.97899	Europe	74.61
Luxembourg	1987	371660	34518.86801	Europe	74.15
Luxembourg	1988	375624	37373.59064	Europe	74.75
Luxembourg	1989	377621	40736.66326	Europe	74.68
Luxembourg	1990	382966	42467.63837	Europe	75.4
Luxembourg	1991	387152	45750.52091	Europe	75.47
Luxembourg	1992	392552	45854.3599	Europe	75.17
Luxembourg	1993	398084	47055.53084	Europe	75.75
Luxembourg	1994	403756	48284.01468	Europe	76.37
Luxembourg	1995	409704	48165.2586	Europe	76.48
Luxembourg	1996	415566	49005.58853	Europe	76.5
Luxembourg	1997	421014	52622.89589	Europe	76.82
Luxembourg	1998	426495	55788.95866	Europe	77.01
Luxembourg	1999	432527	59349.52097	Europe	77.68
Luxembourg	2000	438777	63924.1627	Europe	77.83
Luxembourg	2001	444779	63932.8448	Europe	77.96
Luxembourg	2002	450786	64421.03482	Europe	78.09
Luxembourg	2003	456764	65308.34204	Europe	77.96
Luxembourg	2004	462690	67283.43435	Europe	79.27
Luxembourg	2005	468571	70014	Europe	79.57
Macao, China	1972	261202	9344.183089	Asia	66.42
Macao, China	1977	249116	12941.18511	Asia	69.43
Macao, China	1982	270811	15856.61506	Asia	74.03
Macao, China	1987	322983	18701.7828	Asia	76.04
Macao, China	1992	375382	22917.23203	Asia	77.3
Macao, China	1997	417129	23790.48933	Asia	78.809
Macao, China	2002	437794	24755.47297	Asia	79.982
Macao, China	2007	456989	54589.82024	Asia	80.718
Madagascar	1952	4762912	1443.011715	Africa	36.681
Madagascar	1957	5181679	1589.20275	Africa	38.865
Madagascar	1962	5703324	1643.38711	Africa	40.848
Madagascar	1967	6334556	1634.047282	Africa	42.881
Madagascar	1972	7082430	1748.562982	Africa	44.851
Madagascar	1977	8007166	1544.228586	Africa	46.881
Madagascar	1982	9171477	1302.878658	Africa	48.969
Madagascar	1987	10568642	1155.441948	Africa	49.35
Madagascar	1992	12210395	1040.67619	Africa	52.214
Madagascar	1997	14165114	986.2958956	Africa	54.978
Madagascar	2002	16473477	894.6370822	Africa	57.286
Madagascar	2007	19167654	1044.770126	Africa	59.443
Malawi	1952	2917802	369.1650802	Africa	36.256
Malawi	1957	3221238	416.3698064	Africa	37.207
Malawi	1962	3628608	427.9010856	Africa	38.41
Malawi	1967	4147252	495.5147806	Africa	39.487
Malawi	1972	4730997	584.6219709	Africa	41.766
Malawi	1977	5637246	663.2236766	Africa	43.767
Malawi	1982	6502825	632.8039209	Africa	45.642
Malawi	1987	7824747	635.5173634	Africa	47.457
Malawi	1992	10014249	563.2000145	Africa	49.42
Malawi	1997	10419991	692.2758103	Africa	47.495
Malawi	2002	11824495	665.4231186	Africa	45.009
Malawi	2007	13327079	759.3499101	Africa	48.303
Malaysia	1952	6748378	1831.132894	Asia	48.463
Malaysia	1957	7739235	1810.066992	Asia	52.102
Malaysia	1962	8906385	2036.884944	Asia	55.737
Malaysia	1967	10154878	2277.742396	Asia	59.371
Malaysia	1972	11441462	2849.09478	Asia	63.01
Malaysia	1977	12845381	3827.921571	Asia	65.256
Malaysia	1982	14441916	4920.355951	Asia	68
Malaysia	1987	16331785	5249.802653	Asia	69.5
Malaysia	1992	18319502	7277.912802	Asia	70.693
Malaysia	1997	20476091	10132.90964	Asia	71.938
Malaysia	2002	22662365	10206.97794	Asia	73.044
Malaysia	2007	24821286	12451.6558	Asia	74.241
Maldives	1972	122681	719.3213789		51.44
Maldives	1977	140721	698.0381402		54.58
Maldives	1982	164210	985.4992676		57.137
Maldives	1987	194783	1674.197279		59.637
Maldives	1992	232026	2261.799787		60.989
Maldives	1997	274366	2945.765301		63.413
Maldives	2002	320165	3643.831807		65.584
Maldives	2007	369031	5166.82166		68.464
Mali	1952	3838168	452.3369807	Africa	33.685
Mali	1957	4241884	490.3821867	Africa	35.307
Mali	1962	4690372	496.1743428	Africa	36.936
Mali	1967	5212416	545.0098873	Africa	38.487
Mali	1972	5828158	581.3688761	Africa	39.977
Mali	1977	6491649	686.3952693	Africa	41.714
Mali	1982	6998256	618.0140641	Africa	43.916
Mali	1987	7634008	684.1715576	Africa	46.364
Mali	1992	8416215	739.014375	Africa	48.388
Mali	1997	9384984	790.2579846	Africa	49.903
Mali	2002	10580176	951.4097518	Africa	51.818
Mali	2007	12031795	1042.581557	Africa	54.467
Malta	1962	329011	2250.881414	Europe	68.896
Malta	1967	318573	2878.912966	Europe	69.456
Malta	1972	319430	4129.491285	Europe	70.648
Malta	1977	332066	7348.855744	Europe	72.167
Malta	1982	360222	9683.25022	Europe	73.547
Malta	1987	349047	11105.42748	Europe	75.039
Malta	1992	365897	14745.5202	Europe	76.274
Malta	1997	382953	18048.17488	Europe	77.402
Malta	2002	393515	20162.82658	Europe	78.617
Malta	2007	401880	21711.72686	Europe	79.44
Martinique	2002	422277	13561.80991		78.783
Mauritania	1952	1022556	743.1159097	Africa	40.543
Mauritania	1957	1076852	846.1202613	Africa	42.338
Mauritania	1962	1146757	1055.896036	Africa	44.248
Mauritania	1967	1230542	1421.145193	Africa	46.289
Mauritania	1972	1332786	1586.851781	Africa	48.437
Mauritania	1977	1456688	1497.492223	Africa	50.852
Mauritania	1982	1622136	1481.150189	Africa	53.599
Mauritania	1987	1841240	1421.603576	Africa	56.145
Mauritania	1992	2119465	1361.369784	Africa	58.333
Mauritania	1997	2444741	1483.136136	Africa	60.43
Mauritania	2002	2828858	1579.019543	Africa	62.247
Mauritania	2007	3270065	1803.151496	Africa	64.164
Mauritius	1952	516556	1967.955707	Africa	50.986
Mauritius	1957	609816	2034.037981	Africa	58.089
Mauritius	1962	701016	2529.067487	Africa	60.246
Mauritius	1967	789309	2475.387562	Africa	61.557
Mauritius	1972	851334	2575.484158	Africa	62.944
Mauritius	1977	913025	3710.982963	Africa	64.93
Mauritius	1982	992040	3688.037739	Africa	66.711
Mauritius	1987	1042663	4783.586903	Africa	68.74
Mauritius	1992	1096202	6058.253846	Africa	69.745
Mauritius	1997	1149818	7425.705295	Africa	70.736
Mauritius	2002	1200206	9021.815894	Africa	71.954
Mauritius	2007	1250882	10956.99112	Africa	72.801
Mexico	1950	28485180	3293.777163	Americas	49.6
Mexico	1952	30144317	3478.125529	Americas	50.789
Mexico	1957	35015548	4131.546641	Americas	55.19
Mexico	1962	41121485	4581.609385	Americas	58.299
Mexico	1967	47995559	5754.733883	Americas	60.11
Mexico	1972	55984294	6809.40669	Americas	62.361
Mexico	1977	63759976	7674.929108	Americas	65.032
Mexico	1982	71640904	9611.147541	Americas	67.405
Mexico	1987	80122492	8688.156003	Americas	69.498
Mexico	1992	88111030	9472.384295	Americas	71.455
Mexico	1997	95895146	9767.29753	Americas	73.67
Mexico	2002	102479927	10742.44053	Americas	74.902
Mexico	2007	108700891	11977.57496	Americas	76.195
Micronesia, Fed. Sts.	1972	60427	3495.176267		62.599
Micronesia, Fed. Sts.	1977	70368	5234.54568		64.693
Micronesia, Fed. Sts.	1982	82188	4745.825391		65.328
Micronesia, Fed. Sts.	1987	97727	5205.100479		65.883
Micronesia, Fed. Sts.	1992	114694	5659.930189		66.443
Micronesia, Fed. Sts.	1997	106911	5238.144022		67.056
Micronesia, Fed. Sts.	2002	108071	5565.146878		67.573
Micronesia, Fed. Sts.	2007	107862	5422.128967		68.534
Moldova	1950	2336432	2752.304469	Europe	58.4
Moldova	1992	4448083	2839.94394	Europe	67.276
Moldova	1997	4441779	1830.29436	Europe	66.75
Moldova	2002	4434547	1933.647251	Europe	67.922
Moldova	2007	4480560	2604.750526	Europe	68.865
Mongolia	1952	800663	786.5668575	Asia	42.244
Mongolia	1957	882134	912.6626085	Asia	45.248
Mongolia	1962	1010280	1056.353958	Asia	48.251
Mongolia	1967	1149500	1226.04113	Asia	51.253
Mongolia	1972	1320500	1421.741975	Asia	53.754
Mongolia	1977	1528000	1647.511665	Asia	55.491
Mongolia	1982	1756032	2000.603139	Asia	57.489
Mongolia	1987	2015133	2338.008304	Asia	60.222
Mongolia	1992	2312802	1785.402016	Asia	61.271
Mongolia	1997	2494803	1902.2521	Asia	63.625
Mongolia	2002	2674234	2140.739323	Asia	65.033
Mongolia	2007	2874127	3095.772271	Asia	66.803
Montenegro	1952	413834	2647.585601	Europe	59.164
Montenegro	1957	442829	3682.259903	Europe	61.448
Montenegro	1962	474528	4649.593785	Europe	63.728
Montenegro	1967	501035	5907.850937	Europe	67.178
Montenegro	1972	527678	7778.414017	Europe	70.636
Montenegro	1977	560073	9595.929905	Europe	73.066
Montenegro	1982	562548	11222.58762	Europe	74.101
Montenegro	1987	569473	11732.51017	Europe	74.865
Montenegro	1992	621621	7003.339037	Europe	75.435
Montenegro	1997	692651	6465.613349	Europe	75.445
Montenegro	2002	720230	6557.194282	Europe	73.981
Montenegro	2007	684736	9253.896111	Europe	74.543
Morocco	1952	9939217	1688.20357	Africa	42.873
Morocco	1957	11406350	1642.002314	Africa	45.423
Morocco	1962	13056604	1566.353493	Africa	47.924
Morocco	1967	14770296	1711.04477	Africa	50.335
Morocco	1972	16660670	1930.194975	Africa	52.862
Morocco	1977	18396941	2370.619976	Africa	55.73
Morocco	1982	20198730	2702.620356	Africa	59.65
Morocco	1987	22987397	2755.046991	Africa	62.677
Morocco	1992	25798239	2948.047252	Africa	65.393
Morocco	1997	28529501	2982.101858	Africa	67.66
Morocco	2002	31167783	3258.495584	Africa	69.615
Morocco	2007	33757175	3820.17523	Africa	71.164
Mozambique	1952	6446316	468.5260381	Africa	31.286
Mozambique	1957	7038035	495.5868333	Africa	33.779
Mozambique	1962	7788944	556.6863539	Africa	36.161
Mozambique	1967	8680909	566.6691539	Africa	38.113
Mozambique	1972	9809596	724.9178037	Africa	40.328
Mozambique	1977	11127868	502.3197334	Africa	42.495
Mozambique	1982	12587223	462.2114149	Africa	42.795
Mozambique	1987	12891952	389.8761846	Africa	42.861
Mozambique	1992	13160731	410.8968239	Africa	44.284
Mozambique	1997	16603334	472.3460771	Africa	46.344
Mozambique	2002	18473780	633.6179466	Africa	44.026
Mozambique	2007	19951656	823.6856205	Africa	42.082
Myanmar	1952	20092996	331	Asia	36.319
Myanmar	1957	21731844	350	Asia	41.905
Myanmar	1962	23634436	388	Asia	45.108
Myanmar	1967	25870271	349	Asia	49.379
Myanmar	1972	28466390	357	Asia	53.07
Myanmar	1977	31528087	371	Asia	56.059
Myanmar	1982	34680442	424	Asia	58.056
Myanmar	1987	38028578	385	Asia	58.339
Myanmar	1992	40546538	347	Asia	59.32
Myanmar	1997	43247867	415	Asia	60.328
Myanmar	2002	45598081	611	Asia	59.908
Myanmar	2007	47761980	944	Asia	62.069
Namibia	1952	485831	2423.780443	Africa	41.725
Namibia	1957	548080	2621.448058	Africa	45.226
Namibia	1962	621392	3173.215595	Africa	48.386
Namibia	1967	706640	3793.694753	Africa	51.159
Namibia	1972	821782	3746.080948	Africa	53.867
Namibia	1977	977026	3876.485958	Africa	56.437
Namibia	1982	1099010	4191.100511	Africa	58.968
Namibia	1987	1278184	3693.731337	Africa	60.835
Namibia	1992	1554253	3804.537999	Africa	61.999
Namibia	1997	1774766	3899.52426	Africa	58.909
Namibia	2002	1972153	4072.324751	Africa	51.479
Namibia	2007	2055080	4811.060429	Africa	52.906
Nepal	1952	9182536	545.8657229	Asia	36.157
Nepal	1957	9682338	597.9363558	Asia	37.686
Nepal	1962	10332057	652.3968593	Asia	39.393
Nepal	1967	11261690	676.4422254	Asia	41.472
Nepal	1972	12412593	674.7881296	Asia	43.971
Nepal	1977	13933198	694.1124398	Asia	46.748
Nepal	1982	15796314	718.3730947	Asia	49.594
Nepal	1987	17917180	775.6324501	Asia	52.537
Nepal	1992	20326209	897.7403604	Asia	55.727
Nepal	1997	23001113	1010.892138	Asia	59.426
Nepal	2002	25873917	1057.206311	Asia	61.34
Nepal	2007	28901790	1091.359778	Asia	63.785
Netherlands	1950	10113527	8812.238998	Europe	71.45
Netherlands	1951	10264311	8892.34982	Europe	71.51
Netherlands	1952	10381988	8941.571858	Europe	72.13
Netherlands	1953	10493184	9596.895432	Europe	71.71
Netherlands	1954	10615380	10147.32274	Europe	72.4
Netherlands	1955	10750842	10738.2935	Europe	72.52
Netherlands	1956	10889351	11083.16937	Europe	72.54
Netherlands	1957	11026383	11276.19344	Europe	72.99
Netherlands	1958	11186875	10999.30344	Europe	73.15
Netherlands	1959	11347639	11358.20225	Europe	73.19
Netherlands	1960	11486000	12241.95066	Europe	73.37
Netherlands	1961	11638713	12434.57791	Europe	73.56
Netherlands	1962	11805689	12790.84956	Europe	73.23
Netherlands	1963	11965966	13039.60049	Europe	73.35
Netherlands	1964	12127120	13985.56106	Europe	73.73
Netherlands	1965	12292000	14533.04844	Europe	73.6
Netherlands	1966	12454800	14749.6671	Europe	73.55
Netherlands	1967	12596822	15363.25136	Europe	73.82
Netherlands	1968	12724680	16231.6153	Europe	73.63
Netherlands	1969	12873000	17146.65508	Europe	73.54
Netherlands	1970	13032335	17909.64795	Europe	73.6
Netherlands	1971	13193776	18483.3995	Europe	73.84
Netherlands	1972	13329874	18794.74567	Europe	73.75
Netherlands	1973	13438404	19560.58115	Europe	74.2
Netherlands	1974	13540584	20208.28106	Europe	74.59
Netherlands	1975	13653438	20068.17329	Europe	74.52
Netherlands	1976	13769913	20812.64584	Europe	74.65
Netherlands	1977	13852989	21209.0592	Europe	75.24
Netherlands	1978	13936754	21607.64747	Europe	75.15
Netherlands	1979	14030002	21847.80201	Europe	75.63
Netherlands	1980	14143901	22044.90535	Europe	75.76
Netherlands	1981	14246049	21783.56027	Europe	75.97
Netherlands	1982	14310401	21399.46046	Europe	76.05
Netherlands	1983	14362381	21703.915	Europe	76.25
Netherlands	1984	14420022	22290.6277	Europe	76.32
Netherlands	1985	14491380	22787.38849	Europe	76.38
Netherlands	1986	14571875	23368.00461	Europe	76.36
Netherlands	1987	14665278	23651.32361	Europe	76.83
Netherlands	1988	14761339	24302.25513	Europe	77.03
Netherlands	1989	14848907	25225.01637	Europe	76.87
Netherlands	1990	14951510	26109.49388	Europe	77.05
Netherlands	1991	15066220	26530.06767	Europe	77.21
Netherlands	1992	15174244	26790.94961	Europe	77.42
Netherlands	1993	15274942	26960.7786	Europe	77.11
Netherlands	1994	15382198	27589.56463	Europe	77.6
Netherlands	1995	15459054	28303.36981	Europe	77.64
Netherlands	1996	15527809	29161.33172	Europe	77.65
Netherlands	1997	15604464	30246.13063	Europe	78.03
Netherlands	1998	15699259	31249.3731	Europe	78.12
Netherlands	1999	15801947	32505.09307	Europe	78.07
Netherlands	2000	15907853	33525.11132	Europe	78.24
Netherlands	2001	16017445	33908.08336	Europe	78.45
Netherlands	2002	16122830	33724.75778	Europe	78.53
Netherlands	2003	16223248	33666.42283	Europe	78.79
Netherlands	2004	16318199	34289.93315	Europe	79.38
Netherlands	2005	16407491	34724	Europe	79.65
Netherlands	2006	16491461	35653.39385	Europe	80
Netherlands	2007	16570613	36797.93332	Europe	79.762
Netherlands Antilles	1972	163778	11045.68301		70.4
Netherlands Antilles	1977	170574	17335.4979		72.12
Netherlands Antilles	1982	176526	20008.68575		73.75
Netherlands Antilles	1987	185666	17406.52904		74.5
Netherlands Antilles	1992	192002	19633.01635		74.468
Netherlands Antilles	1997	203533	23267.5569		74.579
Netherlands Antilles	2002	214258	22596.59692		74.996
Netherlands Antilles	2007	223472	22500.00097		75.112
New Caledonia	1967	96094	20213.73265		60.18
New Caledonia	1972	125500	32001.30686		61.2
New Caledonia	1977	136000	30062.77613		65.75
New Caledonia	1982	145000	24831.14901		68.35
New Caledonia	1987	158737	24837.87139		69.98
New Caledonia	1992	175612	36383.17017		71.48
New Caledonia	1997	192347	36147.48534		72.723
New Caledonia	2002	207858	32977.87344		75.082
New Caledonia	2007	221943	31278.34502		76.058
New Zealand	1950	1908310	11449.3763	Oceania	69.29
New Zealand	1951	1947389	10362.9881	Oceania	69.16
New Zealand	1952	1994794	10556.57566	Oceania	69.39
New Zealand	1953	2047391	10637.22008	Oceania	70.24
New Zealand	1954	2092779	11839.00284	Oceania	70.35
New Zealand	1955	2136168	11814.683	Oceania	70.48
New Zealand	1956	2178289	12186.70276	Oceania	70.74
New Zealand	1957	2229407	12247.39532	Oceania	70.26
New Zealand	1958	2281533	12437.61842	Oceania	70.89
New Zealand	1959	2331122	13039.678	Oceania	70.8
New Zealand	1960	2371746	12816.33036	Oceania	71.26
New Zealand	1961	2432450	13195.09699	Oceania	70.98
New Zealand	1962	2488550	13175.678	Oceania	71.24
New Zealand	1963	2541350	13719.2622	Oceania	71.31
New Zealand	1964	2591950	14107.05469	Oceania	71.35
New Zealand	1965	2640400	14730.24819	Oceania	71.28
New Zealand	1966	2687550	15384.75074	Oceania	71.14
New Zealand	1967	2728150	14463.91893	Oceania	71.52
New Zealand	1968	2759000	14279.12289	Oceania	71.18
New Zealand	1969	2788500	15586.75554	Oceania	71.55
New Zealand	1970	2828050	15150.92549	Oceania	71.33
New Zealand	1971	2875300	15674.73716	Oceania	71.78
New Zealand	1972	2929100	16046.03728	Oceania	71.89
New Zealand	1973	2992300	16823.02457	Oceania	71.75
New Zealand	1974	3058400	17439.20031	Oceania	72
New Zealand	1975	3117800	16910.21404	Oceania	72.27
New Zealand	1976	3153550	17126.41732	Oceania	72.47
New Zealand	1977	3164900	16233.7177	Oceania	72.22
New Zealand	1978	3165800	16294.54258	Oceania	73.11
New Zealand	1979	3164550	16633.4424	Oceania	73.15
New Zealand	1980	3170150	16718.10218	Oceania	72.95
New Zealand	1981	3185450	17445.44339	Oceania	73.74
New Zealand	1982	3210650	17632.4104	Oceania	73.84
New Zealand	1983	3245800	17919.5392	Oceania	73.94
New Zealand	1984	3278900	18612.87789	Oceania	74.49
New Zealand	1985	3298050	18647.67814	Oceania	73.99
New Zealand	1986	3308300	18979.54569	Oceania	74.24
New Zealand	1987	3317166	19007.19129	Oceania	74.32
New Zealand	1988	3331205	18874.65232	Oceania	74.6
New Zealand	1989	3341632	18983.91778	Oceania	75.01
New Zealand	1990	3359604	18833.59677	Oceania	75.56
New Zealand	1991	3396964	18380.78411	Oceania	76.2
New Zealand	1992	3437674	18363.32494	Oceania	76.33
New Zealand	1993	3475061	19337.1909	Oceania	76.62
New Zealand	1994	3517261	20116.22892	Oceania	77.07
New Zealand	1995	3565990	20661.47565	Oceania	76.94
New Zealand	1996	3621200	21064.06604	Oceania	76.98
New Zealand	1997	3676187	21050.41377	Oceania	77.55
New Zealand	1998	3726214	20876.10874	Oceania	78.37
New Zealand	1999	3774096	21689.0128	Oceania	78.14
New Zealand	2000	3819762	21895.15598	Oceania	78.9
New Zealand	2001	3864129	22426.58919	Oceania	78.91
New Zealand	2002	3908037	23189.80135	Oceania	79.11
New Zealand	2003	3951307	23728.4829	Oceania	79.41
New Zealand	2007	4115771	25185.00911	Oceania	80.204
Nicaragua	1952	1165790	3112.363948	Americas	42.314
Nicaragua	1957	1358828	3457.415947	Americas	45.432
Nicaragua	1962	1590597	3634.364406	Americas	48.632
Nicaragua	1967	1865490	4643.393534	Americas	51.884
